id,age,anciennete,satisfaction,salaire,depart,promotions_recues,annees_depuis_derniere_promotion,jours_absence,niveau_etude,type_poste,type_contrat,departement
368,22,13,0.47,54047,1,4,9,7,Bac,Technicien,CDD,IT
369,22,15,0.62,38207,0,4,5,8,Doctorat,Commercial,CDI,IT
370,55,14,0.49,58435,1,3,1,13,Bac,Technicien,CDI,RH
371,53,3,0.34,32616,0,4,6,7,Licence,Commercial,CDD,RH
372,46,26,0.78,65782,0,0,2,24,Bac,Manager,CDD,IT
373,22,22,0.58,35878,0,0,0,25,Doctorat,Directeur,CDI,RH
374,37,28,0.16,42814,1,2,6,0,Master,Commercial,CDD,Ventes
375,60,8,0.43,45684,0,1,4,10,Licence,Technicien,CDI,Production
376,26,6,0.9,63968,0,2,6,15,Bac,Technicien,CDD,Production
377,43,3,0.78,31373,0,2,0,0,Master,Commercial,CDI,Finance
378,50,4,0.39,53149,0,1,4,29,Bac,Technicien,CDD,IT
379,24,4,0.94,62151,0,0,1,18,Master,Technicien,CDD,Production
380,33,10,0.17,43178,1,3,0,28,Bac,Technicien,CDI,Production
381,47,27,0.97,53956,0,4,5,19,Licence,Technicien,CDD,Production
382,37,15,0.32,68692,1,3,4,17,Licence,Commercial,CDD,RH
383,58,29,0.11,54099,1,4,3,25,Licence,Manager,CDI,RH
384,43,3,0.49,32991,1,1,0,6,Master,Manager,CDI,Production
385,50,1,0.42,33202,0,1,4,8,Licence,Technicien,CDI,Ventes
386,35,2,0.59,48316,1,2,6,26,Licence,Directeur,CDD,RH
387,49,20,0.82,57695,0,1,0,5,Licence,Commercial,CDD,Production
388,26,5,0.86,31622,1,4,3,19,Master,Commercial,CDD,Finance
389,51,17,0.46,69855,0,3,5,5,Licence,Directeur,CDD,Production
390,26,4,0.49,29610,0,3,7,0,Doctorat,Commercial,CDI,IT
391,33,8,0.23,69572,0,3,6,5,Licence,Directeur,CDD,Production
392,37,19,0.14,44988,0,3,6,15,Bac,Manager,CDI,IT
393,47,27,0.68,58326,0,2,7,3,Master,Manager,CDI,Finance
394,47,25,0.16,28620,1,3,6,2,Licence,Manager,CDI,Finance
395,42,17,0.76,43335,0,4,3,21,Licence,Manager,CDI,Ventes
396,60,18,0.59,30602,1,2,5,8,Licence,Technicien,CDI,Production
397,57,2,0.28,54759,0,2,1,23,Bac,Technicien,CDI,RH
398,54,8,0.59,48184,0,2,7,23,Bac,Commercial,CDD,Ventes
399,51,30,0.26,67866,0,1,2,24,Bac,Directeur,CDD,Ventes
400,58,16,0.49,50922,0,2,3,21,Licence,Directeur,CDI,IT
401,44,22,0.82,60923,0,4,1,7,Master,Technicien,CDD,Ventes
402,31,33,0.52,68928,0,3,8,6,Master,Directeur,CDI,Ventes
403,26,4,0.23,43398,0,1,1,11,Bac,Manager,CDD,Ventes
404,57,14,0.75,55929,0,3,5,0,Licence,Directeur,CDI,IT
405,55,2,0.27,67449,0,0,2,21,Master,Manager,CDI,Finance
406,52,18,0.76,43903,1,1,5,11,Licence,Commercial,CDD,Ventes
407,31,27,0.53,39309,1,4,3,15,Doctorat,Directeur,CDD,Finance
408,40,2,0.51,63483,1,1,7,13,Bac,Manager,CDI,Finance
409,53,3,0.87,65107,0,2,2,29,Bac,Commercial,CDD,IT
410,22,23,0.74,36070,1,1,7,10,Doctorat,Commercial,CDI,Finance
411,26,30,0.13,61217,0,2,2,19,Licence,Commercial,CDD,IT
412,25,10,0.37,57425,0,3,4,18,Master,Directeur,CDI,Ventes
413,37,0,0.88,43106,0,1,1,18,Master,Manager,CDD,RH
414,45,8,0.12,61837,1,1,5,12,Doctorat,Technicien,CDI,IT
415,37,16,0.59,32017,1,4,6,11,Bac,Technicien,CDD,RH
416,23,0,0.76,57420,0,0,7,9,Licence,Manager,CDD,Ventes
417,49,2,0.66,56167,0,1,3,14,Doctorat,Commercial,CDI,RH
418,53,25,0.78,63587,1,3,8,28,Doctorat,Technicien,CDD,Production
419,48,30,0.75,41582,1,2,1,28,Bac,Directeur,CDD,Production
420,41,25,0.72,41867,1,3,7,27,Master,Commercial,CDI,Ventes
421,45,22,0.84,46669,1,4,5,12,Licence,Technicien,CDD,Finance
422,33,29,0.68,38227,1,1,3,12,Licence,Manager,CDD,Finance
423,56,9,0.46,43947,1,0,1,23,Bac,Technicien,CDI,IT
424,54,7,0.52,39932,1,0,3,14,Licence,Directeur,CDI,Production
425,54,24,0.75,38985,1,1,2,16,Licence,Manager,CDD,IT
426,58,21,0.89,34375,1,0,3,22,Licence,Technicien,CDD,Ventes
427,33,14,0.34,43805,0,3,3,10,Licence,Technicien,CDI,RH
428,24,9,0.41,45107,0,2,6,9,Bac,Technicien,CDD,Production
429,22,19,0.94,66041,0,1,0,3,Licence,Commercial,CDD,Finance
430,54,22,0.62,35535,0,2,8,16,Master,Commercial,CDI,IT
431,31,0,0.26,65588,1,0,4,13,Bac,Directeur,CDI,RH
432,50,1,0.7,44470,0,4,2,29,Licence,Technicien,CDI,Finance
433,34,18,0.99,52081,0,2,6,1,Doctorat,Directeur,CDI,Finance
434,33,13,0.84,34846,0,4,6,6,Bac,Manager,CDI,Ventes
435,52,7,0.77,32149,1,3,7,15,Master,Directeur,CDI,Finance
436,23,11,0.29,65929,1,4,9,25,Licence,Commercial,CDI,Finance
437,56,25,0.89,64188,1,2,3,16,Licence,Technicien,CDD,Finance
438,44,26,0.57,57925,0,2,8,21,Doctorat,Commercial,CDI,RH
439,38,28,0.9,31212,0,1,1,3,Doctorat,Manager,CDI,RH
440,47,14,0.4,31922,0,4,5,2,Bac,Commercial,CDD,Finance
441,29,0,0.16,58544,0,3,2,22,Bac,Technicien,CDI,Ventes
442,50,27,0.53,60065,1,1,7,24,Bac,Commercial,CDI,Finance
443,47,2,0.34,55065,1,1,7,4,Doctorat,Technicien,CDI,Production
444,31,17,0.74,50694,0,3,5,5,Bac,Directeur,CDI,Production
445,47,33,0.96,34042,0,1,3,22,Bac,Technicien,CDD,IT
446,55,31,0.72,36013,1,3,7,25,Licence,Directeur,CDI,Production
447,28,28,0.9,59285,0,0,5,28,Bac,Manager,CDD,IT
448,25,24,0.51,52648,1,1,8,27,Bac,Manager,CDD,IT
449,32,25,0.79,31754,1,2,6,5,Doctorat,Commercial,CDI,IT
450,50,7,0.86,39187,1,0,8,5,Bac,Manager,CDI,IT
451,57,18,0.74,65133,0,1,7,18,Master,Technicien,CDD,Finance
452,46,21,0.56,28546,1,3,3,10,Doctorat,Commercial,CDI,RH
453,42,28,0.66,64497,0,0,5,18,Licence,Commercial,CDI,Production
454,57,32,0.73,68118,0,0,6,13,Bac,Directeur,CDD,Production
455,31,2,0.33,62736,1,2,3,14,Licence,Technicien,CDI,Production
456,58,18,0.83,58599,0,1,3,4,Licence,Technicien,CDD,IT
457,30,9,0.96,32516,0,1,9,22,Bac,Directeur,CDD,Ventes
458,45,26,0.52,29259,1,3,2,11,Master,Technicien,CDI,RH
459,56,14,0.73,51376,0,0,9,12,Master,Manager,CDD,Ventes
460,56,10,0.76,52140,0,2,5,21,Licence,Directeur,CDD,Ventes
461,57,25,0.7,47317,0,3,1,17,Bac,Manager,CDI,Production
462,39,23,0.59,30509,0,3,3,2,Licence,Technicien,CDD,Ventes
463,60,12,0.89,40264,0,2,7,11,Doctorat,Commercial,CDD,Finance
464,53,31,0.5,45946,0,1,2,4,Licence,Technicien,CDD,Ventes
465,45,3,0.15,59635,0,2,7,12,Doctorat,Manager,CDI,Ventes
466,44,12,0.86,38277,0,1,6,22,Bac,Commercial,CDI,Production
467,53,8,0.71,54365,0,4,6,28,Master,Technicien,CDI,Ventes
468,58,33,0.86,52459,0,0,8,12,Licence,Technicien,CDI,IT
469,33,6,0.22,31669,1,2,3,5,Licence,Commercial,CDI,RH
470,34,0,0.13,58564,0,3,7,28,Licence,Directeur,CDD,Finance
471,44,11,0.94,46865,1,1,1,15,Licence,Directeur,CDD,RH
472,46,20,0.23,44588,0,0,2,25,Licence,Manager,CDD,IT
473,56,10,0.83,43040,0,0,3,2,Bac,Commercial,CDI,Ventes
474,51,13,0.84,45125,0,2,8,6,Master,Technicien,CDD,Production
475,38,33,0.74,58759,1,3,0,20,Doctorat,Manager,CDD,RH
476,41,33,0.22,56070,0,2,6,9,Bac,Commercial,CDI,Ventes
477,46,24,0.7,35049,0,3,1,29,Doctorat,Technicien,CDI,RH
478,43,3,0.9,43516,0,4,4,3,Bac,Directeur,CDI,Ventes
479,34,25,0.48,65031,0,2,0,11,Bac,Directeur,CDI,Production
480,40,15,0.47,32737,1,1,5,5,Doctorat,Technicien,CDI,IT
481,57,9,0.5,44027,0,2,2,17,Master,Directeur,CDI,RH
482,33,1,0.17,67598,1,2,5,6,Bac,Directeur,CDI,Finance
483,40,18,0.9,38015,0,4,7,1,Doctorat,Technicien,CDD,IT
484,33,5,0.88,64965,0,4,7,22,Master,Directeur,CDD,Production
485,30,18,1.0,43095,1,2,3,7,Licence,Technicien,CDD,Finance
486,28,7,0.63,43053,1,3,6,17,Licence,Commercial,CDD,Ventes
487,49,13,0.78,50872,0,4,5,23,Doctorat,Manager,CDI,RH
488,35,9,0.28,59519,1,4,1,27,Bac,Commercial,CDI,Finance
489,52,2,0.7,51063,0,3,5,12,Licence,Technicien,CDD,IT
490,40,28,0.68,34306,0,0,1,22,Licence,Manager,CDD,Finance
491,37,14,0.91,40573,0,4,3,2,Doctorat,Commercial,CDD,Production
492,26,22,0.85,45248,1,4,4,12,Doctorat,Technicien,CDI,Finance
493,56,22,0.94,69014,1,3,8,6,Licence,Technicien,CDD,RH
494,33,17,0.88,54656,0,3,2,0,Bac,Commercial,CDD,RH
495,46,18,0.88,44941,0,2,4,17,Doctorat,Technicien,CDI,Ventes
496,42,27,0.16,41018,0,2,1,20,Doctorat,Technicien,CDI,Finance
497,57,25,0.86,41088,1,0,2,15,Bac,Commercial,CDD,Finance
498,44,9,0.65,48675,1,0,4,10,Master,Technicien,CDD,Production
499,37,3,0.44,44124,0,0,6,28,Doctorat,Commercial,CDD,RH
500,60,1,0.15,44831,0,1,5,24,Licence,Manager,CDD,IT
501,60,2,0.71,62589,1,3,1,16,Bac,Directeur,CDD,Ventes
502,35,6,0.4,31819,1,4,8,4,Licence,Technicien,CDI,Finance
503,52,15,0.52,58286,1,3,7,5,Bac,Manager,CDD,Ventes
504,26,30,0.71,39164,1,3,8,13,Master,Manager,CDD,Finance
505,56,9,0.92,60701,0,0,8,13,Doctorat,Technicien,CDI,Finance
506,44,18,0.84,44475,1,3,4,18,Master,Commercial,CDD,Production
507,50,27,0.51,47305,1,1,6,4,Doctorat,Technicien,CDI,Finance
508,32,16,0.45,39498,0,4,6,17,Bac,Commercial,CDI,Ventes
509,39,27,0.32,60869,1,0,9,10,Licence,Technicien,CDD,Ventes
510,33,18,0.44,64603,1,2,8,23,Master,Manager,CDI,Production
511,30,22,0.2,32235,0,4,8,11,Bac,Technicien,CDD,Production
512,31,19,0.97,40015,0,2,5,18,Master,Technicien,CDI,Ventes
513,38,12,0.62,42601,0,2,2,20,Bac,Directeur,CDI,Ventes
514,59,12,0.22,35509,0,3,7,28,Master,Manager,CDD,Finance
515,28,10,0.42,67484,1,4,0,27,Bac,Technicien,CDI,RH
516,34,14,0.59,44918,0,1,9,16,Master,Manager,CDD,Ventes
517,30,16,0.58,68975,0,3,3,20,Master,Commercial,CDD,IT
518,48,27,0.13,69520,1,2,9,16,Bac,Technicien,CDD,RH
519,23,18,0.96,63693,0,4,1,24,Master,Technicien,CDD,IT
520,26,3,0.35,54959,0,3,4,1,Bac,Manager,CDD,RH
521,50,21,0.11,28909,0,4,6,5,Master,Manager,CDD,Ventes
522,58,21,0.17,37605,1,0,0,24,Doctorat,Manager,CDI,Production
523,59,33,0.62,42505,1,1,3,18,Doctorat,Manager,CDI,Production
524,40,32,0.22,65776,1,1,2,5,Master,Directeur,CDI,Ventes
525,29,32,0.14,28118,1,1,3,0,Bac,Manager,CDD,RH
526,22,11,0.44,56638,0,2,5,13,Doctorat,Technicien,CDI,Ventes
527,43,1,0.66,31113,1,2,9,22,Master,Technicien,CDI,RH
528,38,27,0.2,66921,1,1,5,1,Master,Commercial,CDI,Ventes
529,28,9,0.38,42765,0,4,0,20,Bac,Manager,CDD,IT
530,46,21,0.48,45875,1,0,2,20,Licence,Manager,CDD,Ventes
531,25,16,0.24,46480,1,2,0,11,Bac,Manager,CDD,RH
532,57,25,0.56,35944,1,3,0,16,Licence,Manager,CDD,Finance
533,27,2,0.18,63022,1,3,0,26,Master,Manager,CDI,Production
534,52,6,0.14,53089,1,2,2,22,Licence,Technicien,CDI,Finance
535,40,7,0.57,60563,0,1,1,3,Licence,Directeur,CDI,Ventes
536,60,19,0.32,29233,0,4,3,3,Bac,Commercial,CDI,RH
537,48,11,0.19,49642,0,0,6,6,Licence,Manager,CDD,Production
538,31,16,0.48,56708,1,3,1,25,Licence,Manager,CDI,Ventes
539,47,27,0.92,58937,0,2,1,12,Master,Manager,CDI,Finance
540,40,9,0.75,66399,0,4,6,16,Doctorat,Manager,CDI,Production
541,60,21,0.83,28129,1,1,8,13,Bac,Directeur,CDD,Ventes
542,24,32,0.88,64484,0,0,2,21,Bac,Directeur,CDI,Production
543,34,21,0.98,46155,0,0,9,16,Doctorat,Technicien,CDI,IT
544,49,12,0.79,48838,1,3,7,28,Doctorat,Commercial,CDD,Production
545,41,26,0.65,51154,0,3,5,15,Doctorat,Manager,CDI,IT
546,49,14,0.43,58294,0,2,5,15,Licence,Manager,CDI,Production
547,29,21,0.26,33273,1,0,2,5,Master,Technicien,CDD,Production
548,60,29,0.72,36697,1,1,9,25,Bac,Commercial,CDI,Production
549,22,33,1.0,33628,1,1,8,1,Master,Commercial,CDD,IT
550,24,33,0.52,65681,1,2,8,25,Licence,Technicien,CDI,Ventes
551,34,18,0.75,53414,1,0,3,26,Doctorat,Manager,CDI,Finance
552,49,7,0.55,32718,1,3,9,16,Licence,Directeur,CDI,Production
553,46,32,0.49,47060,1,1,5,23,Doctorat,Technicien,CDI,Finance
554,54,27,0.47,28096,0,4,4,22,Bac,Manager,CDI,Finance
555,59,24,0.55,46347,1,2,3,1,Licence,Manager,CDD,Production
556,27,16,0.43,66169,1,1,1,17,Master,Manager,CDI,IT
557,53,23,0.77,58396,0,4,3,20,Master,Technicien,CDI,RH
558,42,20,0.89,39058,1,4,6,19,Licence,Technicien,CDI,RH
559,37,1,0.89,40218,1,1,2,11,Licence,Technicien,CDD,RH
560,42,30,0.3,44982,1,2,2,3,Master,Manager,CDI,Production
561,32,32,0.91,60281,0,4,2,8,Licence,Technicien,CDI,Finance
562,58,29,0.41,31963,0,4,8,10,Licence,Manager,CDI,RH
563,57,11,0.38,53004,0,0,0,16,Licence,Directeur,CDI,Production
564,56,11,0.75,51677,0,0,4,29,Doctorat,Directeur,CDI,Production
565,40,23,0.37,29324,1,0,8,12,Master,Directeur,CDI,Production
566,41,23,0.15,55166,0,4,6,25,Licence,Commercial,CDI,IT
567,39,10,0.44,52495,0,4,0,24,Master,Commercial,CDI,Ventes
568,35,12,0.75,65932,0,2,3,27,Bac,Technicien,CDI,IT
569,36,26,0.39,54092,1,3,5,18,Licence,Commercial,CDI,Finance
570,52,7,0.67,29339,0,0,4,7,Doctorat,Manager,CDD,Production
571,22,9,0.69,40286,1,3,1,4,Doctorat,Commercial,CDD,IT
572,24,7,0.76,57235,1,0,0,9,Licence,Technicien,CDD,RH
573,37,19,0.91,39595,1,0,3,14,Licence,Directeur,CDD,Ventes
574,44,7,0.49,53552,0,2,9,18,Bac,Manager,CDI,Production
575,32,8,0.25,41629,1,2,4,24,Licence,Directeur,CDD,IT
576,33,6,0.39,67234,1,1,3,8,Master,Manager,CDD,RH
577,31,13,0.49,57925,0,0,2,15,Licence,Technicien,CDD,RH
578,53,27,0.74,66231,0,0,9,15,Master,Manager,CDI,IT
579,37,1,0.11,66258,1,0,7,7,Master,Commercial,CDD,IT
580,29,7,0.38,40843,1,2,5,2,Master,Directeur,CDD,Finance
581,59,12,0.8,60035,1,0,2,2,Master,Manager,CDD,Production
582,33,20,0.7,51988,1,1,5,9,Master,Commercial,CDI,RH
583,45,27,0.76,60683,1,4,9,11,Licence,Manager,CDI,Finance
584,49,22,0.83,60986,0,1,7,14,Licence,Commercial,CDD,RH
585,29,14,0.8,61301,1,4,6,14,Licence,Commercial,CDD,IT
586,49,1,0.71,42977,1,2,0,26,Doctorat,Commercial,CDI,RH
587,57,11,0.5,35951,0,3,5,25,Master,Directeur,CDD,RH
588,47,2,0.99,54071,1,2,0,18,Bac,Directeur,CDD,Production
589,29,4,0.61,37565,1,3,3,13,Licence,Directeur,CDD,IT
590,49,2,0.28,56715,1,4,9,10,Licence,Commercial,CDI,RH
591,49,18,0.36,65109,0,3,2,5,Doctorat,Directeur,CDD,Ventes
592,58,1,0.72,65850,1,4,6,11,Licence,Manager,CDD,Finance
593,57,16,0.93,39334,0,3,1,17,Master,Commercial,CDI,RH
594,48,13,0.26,54300,0,4,3,24,Licence,Manager,CDD,RH
595,38,27,0.17,47369,0,3,4,1,Master,Directeur,CDI,Finance
596,30,26,0.89,66362,1,4,1,25,Licence,Manager,CDD,RH
597,54,9,0.92,52401,0,1,8,23,Licence,Directeur,CDD,IT
598,41,2,0.35,48639,1,0,1,25,Master,Manager,CDI,RH
599,34,24,0.44,45388,1,1,5,15,Master,Technicien,CDD,IT
600,49,21,0.69,46506,0,2,7,3,Licence,Manager,CDI,IT
601,50,29,0.4,40766,1,3,6,3,Master,Commercial,CDI,IT
602,34,20,0.89,34696,0,4,5,20,Doctorat,Directeur,CDI,Finance
603,56,29,0.2,31981,0,1,7,29,Master,Commercial,CDD,IT
604,27,27,0.13,44855,1,1,4,16,Master,Technicien,CDD,RH
605,39,30,0.29,47789,1,4,9,19,Bac,Technicien,CDD,Production
606,26,25,0.36,28308,1,3,8,21,Master,Commercial,CDD,IT
607,46,21,0.2,68463,1,2,1,27,Master,Directeur,CDD,RH
608,23,20,0.16,55510,1,2,5,9,Bac,Directeur,CDD,RH
609,31,0,0.78,57372,0,2,9,17,Master,Manager,CDI,Ventes
610,51,12,0.25,35707,1,4,6,29,Bac,Manager,CDI,RH
611,26,20,0.92,43522,1,1,8,26,Licence,Technicien,CDI,Ventes
612,54,8,0.43,63815,1,2,4,18,Licence,Commercial,CDD,RH
613,22,16,0.7,54497,0,1,5,10,Doctorat,Manager,CDI,IT
614,39,20,0.3,58524,0,2,8,13,Licence,Manager,CDI,Ventes
615,53,30,0.32,62785,0,2,9,3,Master,Manager,CDD,Ventes
616,32,21,0.62,41366,1,3,5,15,Bac,Technicien,CDD,Ventes
617,42,11,0.6,65649,0,4,0,2,Licence,Manager,CDI,IT
618,47,5,0.79,62246,0,3,3,24,Master,Manager,CDI,Production
619,46,15,0.78,54928,1,1,3,21,Licence,Directeur,CDI,IT
620,43,25,0.7,48581,1,1,2,10,Doctorat,Technicien,CDI,Production
621,48,4,0.5,52105,1,4,7,4,Licence,Directeur,CDI,IT
622,34,8,0.9,65638,0,2,5,20,Licence,Technicien,CDD,RH
623,54,13,0.66,47843,0,4,6,1,Master,Directeur,CDI,IT
624,55,29,0.99,33434,0,2,8,11,Bac,Directeur,CDD,Production
625,56,25,0.84,61339,1,0,7,29,Doctorat,Directeur,CDD,Finance
626,22,28,0.14,47973,1,0,2,12,Bac,Directeur,CDD,RH
627,42,18,0.39,69107,0,4,3,24,Bac,Manager,CDI,Ventes
628,27,7,0.61,39635,0,0,0,1,Bac,Commercial,CDD,IT
629,49,22,0.75,28596,0,0,3,4,Doctorat,Manager,CDD,RH
630,38,30,0.6,49457,1,1,8,22,Doctorat,Manager,CDI,Production
631,26,31,0.81,60415,1,2,4,18,Master,Directeur,CDD,Ventes
632,52,4,0.35,56321,0,0,2,28,Master,Technicien,CDI,Production
633,26,15,0.27,42834,1,3,1,23,Master,Technicien,CDI,RH
634,59,16,0.15,65018,1,1,5,4,Doctorat,Commercial,CDI,RH
635,24,31,0.62,48709,1,2,3,25,Doctorat,Directeur,CDI,RH
636,44,31,0.72,31371,0,1,5,27,Licence,Directeur,CDD,RH
637,58,19,0.39,28157,0,3,2,2,Bac,Commercial,CDI,Production
638,58,1,0.65,44032,1,2,2,18,Master,Manager,CDD,Finance
639,31,19,0.15,31318,1,4,0,18,Licence,Directeur,CDD,RH
640,31,17,0.19,41462,0,4,8,10,Doctorat,Commercial,CDI,Ventes
641,40,0,0.73,67989,0,1,6,11,Licence,Manager,CDD,Production
642,38,28,0.43,36957,0,4,8,18,Licence,Manager,CDI,IT
643,42,28,0.7,39843,0,2,0,19,Doctorat,Directeur,CDD,IT
644,35,18,0.85,30612,1,3,7,9,Bac,Technicien,CDD,Production
645,30,5,0.87,48946,0,3,1,16,Doctorat,Commercial,CDI,Production
646,22,7,0.25,40020,0,4,2,11,Master,Technicien,CDI,RH
647,34,23,0.54,40773,0,0,0,2,Licence,Commercial,CDI,Production
648,25,19,0.76,58247,0,0,6,25,Master,Directeur,CDD,Ventes
649,22,13,0.8,28443,0,0,4,25,Licence,Manager,CDD,IT
650,53,4,0.81,66741,1,4,2,20,Licence,Manager,CDD,Ventes
651,55,33,0.31,45288,1,4,3,28,Master,Technicien,CDI,Ventes
652,49,15,0.27,30910,1,4,9,7,Licence,Manager,CDI,RH
653,52,6,0.63,62569,0,2,5,7,Doctorat,Technicien,CDI,Production
654,29,15,0.77,45309,0,0,5,24,Doctorat,Directeur,CDI,IT
655,60,6,0.39,39913,1,1,1,24,Licence,Commercial,CDD,IT
656,47,26,0.19,42265,0,2,6,12,Licence,Directeur,CDI,IT
657,55,13,0.75,56963,0,2,1,21,Doctorat,Manager,CDD,Ventes
658,24,13,0.37,57905,0,4,8,12,Bac,Directeur,CDD,IT
659,33,32,0.25,52235,0,4,1,9,Licence,Directeur,CDD,IT
660,22,32,0.23,37426,0,2,4,14,Doctorat,Manager,CDD,Ventes
661,26,19,0.38,30922,0,4,7,22,Bac,Manager,CDD,RH
662,51,6,0.63,68323,1,0,7,27,Bac,Technicien,CDI,Ventes
663,51,31,0.42,58091,0,2,3,15,Master,Commercial,CDD,Ventes
664,38,2,0.12,55771,1,2,6,12,Bac,Directeur,CDI,RH
665,44,28,0.19,37776,0,2,7,10,Licence,Directeur,CDD,Finance
666,36,23,0.36,28919,0,4,7,11,Bac,Manager,CDD,Finance
667,58,21,0.69,65772,0,2,4,13,Master,Commercial,CDI,Production
668,42,5,0.19,48954,0,1,9,19,Doctorat,Directeur,CDD,Production
669,35,23,0.6,48837,1,1,1,2,Master,Technicien,CDD,Ventes
670,23,22,0.21,37958,0,0,1,14,Doctorat,Technicien,CDD,Production
671,32,9,0.29,33575,1,2,4,10,Licence,Manager,CDD,Finance
672,60,15,0.25,35945,1,2,3,2,Doctorat,Directeur,CDI,Production
673,59,10,0.16,38863,1,4,3,17,Bac,Technicien,CDD,Finance
674,55,31,0.7,43857,1,3,2,7,Doctorat,Directeur,CDD,Finance
675,59,5,0.52,60309,0,3,8,22,Bac,Manager,CDD,Ventes
676,55,23,0.85,50954,1,2,7,7,Master,Manager,CDD,Production
677,39,32,0.19,61368,0,0,3,12,Master,Commercial,CDI,Production
678,51,11,0.23,55742,1,1,6,5,Doctorat,Directeur,CDI,RH
679,36,26,0.38,40134,1,2,7,28,Master,Technicien,CDI,RH
680,48,17,0.79,39580,1,2,5,9,Master,Manager,CDD,Finance
681,55,12,0.38,48966,0,0,1,14,Master,Directeur,CDD,Ventes
682,59,29,0.47,44037,1,0,7,27,Bac,Directeur,CDD,IT
683,54,12,0.37,30786,0,3,2,25,Doctorat,Technicien,CDD,Production
684,45,33,0.17,47079,1,2,3,4,Bac,Manager,CDD,Production
685,36,29,0.95,43231,1,2,3,0,Doctorat,Commercial,CDD,Finance
686,51,24,0.59,39840,1,4,6,7,Bac,Directeur,CDD,Finance
687,38,1,0.81,30052,0,1,7,1,Licence,Manager,CDI,Production
688,26,17,0.69,61399,0,4,8,0,Licence,Commercial,CDD,Finance
689,50,4,0.56,31442,0,4,0,24,Licence,Manager,CDD,Ventes
690,25,18,0.18,29754,1,1,0,29,Bac,Manager,CDI,Production
691,31,17,0.68,37770,1,2,6,26,Doctorat,Directeur,CDI,Production
692,38,31,0.24,41499,1,3,3,26,Bac,Directeur,CDI,RH
693,31,20,0.47,28025,1,1,9,23,Doctorat,Technicien,CDI,Finance
694,38,9,0.67,52330,0,0,7,26,Licence,Technicien,CDI,RH
695,41,21,0.8,38401,1,2,4,15,Bac,Manager,CDI,Finance
696,45,12,0.72,68065,0,1,0,24,Doctorat,Directeur,CDI,IT
697,26,16,0.7,34553,0,1,1,4,Doctorat,Manager,CDI,Production
698,55,8,0.23,33759,0,1,9,18,Master,Directeur,CDI,RH
699,27,23,0.41,35755,1,3,2,29,Doctorat,Commercial,CDI,Production
700,23,13,0.14,41384,0,4,1,10,Licence,Directeur,CDD,RH
701,34,7,0.75,57928,0,4,8,7,Bac,Manager,CDI,RH
702,32,18,0.96,55478,0,1,6,3,Master,Technicien,CDI,IT
703,44,27,0.34,61897,1,1,1,13,Licence,Directeur,CDI,Production
704,37,29,0.18,65764,0,4,6,16,Bac,Manager,CDD,Ventes
705,52,6,0.53,60374,0,3,9,8,Bac,Commercial,CDD,Finance
706,32,25,0.87,48529,0,2,0,26,Master,Technicien,CDI,Production
707,37,10,0.6,66409,0,4,4,3,Licence,Technicien,CDD,Finance
708,29,13,0.14,60368,0,1,4,27,Bac,Commercial,CDI,Ventes
709,25,20,0.98,42371,0,3,8,1,Master,Directeur,CDI,Ventes
710,25,7,0.85,35369,1,3,3,9,Bac,Commercial,CDI,Finance
711,46,2,0.22,31895,0,1,3,18,Bac,Manager,CDI,Finance
712,24,27,0.93,42453,1,0,5,21,Licence,Commercial,CDD,Finance
713,53,28,0.51,32797,1,3,1,8,Licence,Technicien,CDI,Ventes
714,24,22,0.43,29828,1,4,9,21,Bac,Directeur,CDI,Ventes
715,48,17,0.51,37727,1,0,5,27,Doctorat,Manager,CDI,Ventes
716,50,12,0.85,40517,0,2,6,15,Bac,Directeur,CDI,Production
717,53,11,0.69,44943,1,4,3,27,Doctorat,Commercial,CDD,Finance
718,40,4,0.15,54831,0,1,9,19,Licence,Commercial,CDD,Production
719,42,10,0.96,52814,0,0,8,16,Bac,Manager,CDI,IT
720,26,10,0.23,36050,0,4,4,1,Bac,Commercial,CDD,Ventes
721,39,30,0.77,37663,1,3,2,22,Bac,Directeur,CDI,Production
722,49,30,0.67,34900,0,1,8,18,Master,Commercial,CDD,Ventes
723,43,12,0.27,66355,0,0,0,1,Master,Directeur,CDD,RH
724,42,13,0.25,49796,1,3,7,15,Licence,Commercial,CDI,Finance
725,27,24,0.88,43784,0,1,0,15,Bac,Manager,CDD,Ventes
726,22,32,0.48,65380,0,1,9,27,Bac,Directeur,CDD,Finance
727,26,32,0.69,31683,0,0,7,21,Doctorat,Manager,CDD,Production
728,33,14,0.55,36396,1,0,4,13,Master,Technicien,CDI,RH
729,47,15,0.75,35347,0,0,6,19,Licence,Technicien,CDI,Finance
730,55,5,0.53,47984,0,4,7,0,Licence,Commercial,CDD,IT
731,35,24,0.36,51027,0,1,0,8,Bac,Directeur,CDI,Ventes
732,47,14,0.43,45597,0,2,0,14,Bac,Commercial,CDD,Finance
733,48,3,0.87,42072,1,3,6,14,Master,Manager,CDI,IT
734,30,3,0.52,40026,1,0,0,24,Doctorat,Commercial,CDI,Finance
735,47,29,0.29,63859,1,1,3,10,Master,Technicien,CDI,Production
736,43,33,0.94,68966,0,3,5,4,Licence,Manager,CDD,Ventes
737,51,26,0.82,59041,0,2,1,7,Master,Technicien,CDI,Ventes
738,38,30,0.15,58987,0,3,9,21,Master,Manager,CDI,IT
